22365,22563,"{71: 1, 7: 1, 5: 1, 3: 2}","[1, 3, 9, 5, 15, 45, 7, 21, 63, 35, 105, 315, 71, 213, 639, 355, 1065, 3195, 497, 1491, 4473, 2485, 7455]",210,366
22995,23181,"{73: 1, 7: 1, 5: 1, 3: 2}","[1, 3, 9, 5, 15, 45, 7, 21, 63, 35, 105, 315, 73, 219, 657, 365, 1095, 3285, 511, 1533, 4599, 2555, 7665]",216,384
23205,25179,"{17: 1, 13: 1, 7: 1, 5: 1, 3: 1}","[1, 3, 5, 15, 7, 21, 35, 105, 13, 39, 65, 195, 91, 273, 455, 1365, 17, 51, 85, 255, 119, 357, 595, 1785, 221, 663, 1105, 3315, 1547, 4641, 7735]",220,284
23625,26295,"{7: 1, 5: 3, 3: 3}","[1, 3, 9, 27, 5, 15, 45, 135, 25, 75, 225, 675, 125, 375, 1125, 3375, 7, 21, 63, 189, 35, 105, 315, 945, 175, 525, 1575, 4725, 875, 2625, 7875]",222,234
24255,29097,"{11: 1, 7: 2, 5: 1, 3: 2}","[1, 3, 9, 5, 15, 45, 7, 21, 63, 35, 105, 315, 49, 147, 441, 245, 735, 2205, 11, 33, 99, 55, 165, 495, 77, 231, 693, 385, 1155, 3465, 539, 1617, 4851, 2695, 8085]",224,280
24885,25035,"{79: 1, 7: 1, 5: 1, 3: 2}","[1, 3, 9, 5, 15, 45, 7, 21, 63, 35, 105, 315, 79, 237, 711, 395, 1185, 3555, 553, 1659, 4977, 2765, 8295]",228,332
25245,26595,"{17: 1, 11: 1, 5: 1, 3: 3}","[1, 3, 9, 27, 5, 15, 45, 135, 11, 33, 99, 297, 55, 165, 495, 1485, 17, 51, 153, 459, 85, 255, 765, 2295, 187, 561, 1683, 5049, 935, 2805, 8415]",234,312
25515,26949,"{7: 1, 5: 1, 3: 6}","[1, 3, 9, 27, 81, 243, 729, 5, 15, 45, 135, 405, 1215, 3645, 7, 21, 63, 189, 567, 1701, 5103, 35, 105, 315, 945, 2835, 8505]",240,504
25935,27825,"{19: 1, 13: 1, 7: 1, 5: 1, 3: 1}","[1, 3, 5, 15, 7, 21, 35, 105, 13, 39, 65, 195, 91, 273, 455, 1365, 19, 57, 95, 285, 133, 399, 665, 1995, 247, 741, 1235, 3705, 1729, 5187, 8645]",246,258
26145,26271,"{83: 1, 7: 1, 5: 1, 3: 2}","[1, 3, 9, 5, 15, 45, 7, 21, 63, 35, 105, 315, 83, 249, 747, 415, 1245, 3735, 581, 1743, 5229, 2905, 8715]",252,476
26565,28731,"{23: 1, 11: 1, 7: 1, 5: 1, 3: 1}","[1, 3, 5, 15, 7, 21, 35, 105, 11, 33, 55, 165, 77, 231, 385, 1155, 23, 69, 115, 345, 161, 483, 805, 2415, 253, 759, 1265, 3795, 1771, 5313, 8855]",258,270
26775,31257,"{17: 1, 7: 1, 5: 2, 3: 2}","[1, 3, 9, 5, 15, 45, 25, 75, 225, 7, 21, 63, 35, 105, 315, 175, 525, 1575, 17, 51, 153, 85, 255, 765, 425, 1275, 3825, 119, 357, 1071, 595, 1785, 5355, 2975, 8925]",260,328
27405,30195,"{29: 1, 7: 1, 5: 1, 3: 3}","[1, 3, 9, 27, 5, 15, 45, 135, 7, 21, 63, 189, 35, 105, 315, 945, 29, 87, 261, 783, 145, 435, 1305, 3915, 203, 609, 1827, 5481, 1015, 3045, 9135]",264,456
28035,28125,"{89: 1, 7: 1, 5: 1, 3: 2}","[1, 3, 9, 5, 15, 45, 7, 21, 63, 35, 105, 315, 89, 267, 801, 445, 1335, 4005, 623, 1869, 5607, 3115, 9345]",270,450
,,,,272,286
,,,,276,396
,,,,280,440
,,,,282,294
,,,,288,531
,,,,294,390
,,,,300,568
,,,,304,316
,,,,306,396
,,,,308,364
,,,,312,528
,,,,318,330
,,,,320,442
,,,,324,523
,,,,330,534
,,,,336,656
,,,,340,416
,,,,342,438
,,,,348,492
,,,,350,394
,,,,352,404
,,,,354,366
,,,,360,810
,,,,364,420
,,,,366,378
,,,,368,376
,,,,372,524
,,,,378,582
,,,,380,460
,,,,384,636
,,,,390,618
,,,,392,463
,,,,396,696
,,,,400,561
,,,,402,414
,,,,408,672
,,,,414,522
,,,,416,466
,,,,420,924
,,,,426,438
,,,,432,808
,,,,438,450
,,,,440,640
,,,,444,620
,,,,448,568
,,,,450,759
,,,,456,744
,,,,460,548
,,,,462,690
,,,,464,466
,,,,468,806
,,,,474,486
,,,,476,532
,,,,480,1032
,,,,486,606
,,,,490,536
,,,,492,684
,,,,498,510
,,,,500,592
,,,,504,1056
,,,,510,786
,,,,516,716
,,,,520,740
,,,,522,648
,,,,528,960
,,,,532,588
,,,,534,546
,,,,540,1140
,,,,544,590
,,,,546,798
,,,,550,566
,,,,552,888
,,,,558,690
,,,,560,928
,,,,564,780
,,,,570,870
,,,,572,604
,,,,576,1075
,,,,580,680
,,,,582,594
,,,,588,1008
,,,,594,846
,,,,600,1260
,,,,606,618
,,,,608,652
,,,,612,1026
,,,,616,824
,,,,618,630
,,,,620,724
,,,,624,1112
,,,,630,1242
,,,,636,876
,,,,640,890
,,,,642,654
,,,,644,700
,,,,648,1167
,,,,650,652
,,,,654,666
,,,,660,1356
,,,,666,816
,,,,672,1344
,,,,678,690
,,,,680,940
,,,,684,1136
,,,,690,1038
,,,,696,1104
,,,,700,1036
,,,,702,978
,,,,704,820
,,,,708,972
,,,,714,1014
,,,,720,1698
,,,,726,870
,,,,728,952
,,,,732,1004
,,,,736,776
,,,,738,900
,,,,740,856
,,,,744,1176
,,,,748,764
,,,,750,1122
,,,,756,1484
,,,,760,1040
,,,,762,774
,,,,768,1276
,,,,770,958
,,,,774,942
,,,,780,1572
,,,,784,983
,,,,786,798
,,,,792,1548
,,,,798,1122
,,,,800,1153
,,,,804,1100
,,,,810,1368
,,,,812,868
,,,,816,1416
,,,,820,944
,,,,822,834
,,,,828,1356
,,,,832,946
,,,,834,846
,,,,836,844
,,,,840,2040
,,,,846,1026
,,,,852,1164
,,,,858,1158
,,,,860,988
,,,,864,1656
,,,,868,924
,,,,870,1290
,,,,876,1196
,,,,880,1352
,,,,882,1341
,,,,888,1392
,,,,894,906
,,,,896,1144
,,,,900,1921
,,,,906,918
,,,,910,1106
,,,,912,1568
,,,,918,1242
,,,,920,1240
,,,,924,1764
,,,,928,962
,,,,930,1374
,,,,936,1794
,,,,940,1076
,,,,942,954
,,,,945,975
,,,,948,1292
,,,,952,1208
,,,,954,1152
,,,,960,2088
,,,,966,1338
,,,,968,1027
,,,,972,1576
,,,,978,990
,,,,980,1414
,,,,984,1536
,,,,990,1818
,,,,992,1024
,,,,996,1356
,,,,1000,1340
,,,,1002,1014
,,,,1008,2216
,,,,1014,1182
,,,,1020,2004
,,,,1026,1374
,,,,1032,1608
,,,,1036,1092
,,,,1038,1050
,,,,1040,1564
,,,,1044,1686
,,,,1050,1926
,,,,1056,1968
,,,,1060,1208
,,,,1062,1278
,,,,1064,1336
,,,,1068,1452
,,,,1074,1086
,,,,1080,2520
,,,,1086,1098
,,,,1088,1198
,,,,1092,2044
,,,,1098,1320
,,,,1100,1504
,,,,1104,1872
,,,,1110,1626
,,,,1116,1796
,,,,1120,1904
,,,,1122,1470
,,,,1128,1752
,,,,1134,1770
,,,,1140,2220
,,,,1144,1376
,,,,1146,1158
,,,,1148,1204
,,,,1152,2163
,,,,1158,1170
,,,,1160,1540
,,,,1164,1580
,,,,1170,2106
,,,,1176,2244
,,,,1180,1340
,,,,1182,1194
,,,,1184,1210
,,,,1188,2172
,,,,1190,1402
,,,,1194,1206
,,,,1200,2644
,,,,1204,1260
,,,,1206,1446
,,,,1212,1644
,,,,1216,1324
,,,,1218,1662
,,,,1220,1384
,,,,1224,2286
,,,,1230,1794
,,,,1232,1744
,,,,1236,1676
,,,,1240,1640
,,,,1242,1638
,,,,1248,2280
,,,,1254,1626
,,,,1260,3108
,,,,1266,1278
,,,,1272,1968
,,,,1278,1530
,,,,1280,1786
,,,,1284,1740
,,,,1288,1592
,,,,1290,1878
,,,,1296,2455
,,,,1300,1738
,,,,1302,1770
,,,,1308,1772
,,,,1312,1334
,,,,1314,1572
,,,,1316,1372
,,,,1320,3000
,,,,1326,1698
,,,,1330,1550
,,,,1332,2126
,,,,1338,1350
,,,,1340,1516
,,,,1344,2720
,,,,1350,2370
,,,,1352,1393
,,,,1356,1836
,,,,1360,1988
,,,,1362,1374
,,,,1368,2532
,,,,1372,1428
,,,,1374,1386
,,,,1376,1396
,,,,1380,2652
,,,,1386,2358
,,,,1392,2328
,,,,1398,1410
,,,,1400,2320
,,,,1404,2516
,,,,1408,1652
,,,,1410,2046
,,,,1416,2184
,,,,1420,1604
,,,,1422,1698
,,,,1428,2604
,,,,1430,1594
,,,,1434,1446
,,,,1440,3474
,,,,1446,1458
,,,,1452,2272
,,,,1456,2016
,,,,1458,1821
,,,,1460,1648
,,,,1464,2256
,,,,1470,2634
,,,,1472,1576
,,,,1476,2346
,,,,1480,1940
,,,,1482,1878
,,,,1484,1540
,,,,1488,2480
,,,,1494,1782
,,,,1496,1744
,,,,1500,2868
,,,,1504,1520
,,,,1506,1518
,,,,1512,3288
,,,,1518,1938
,,,,1520,2200
,,,,1524,2060
,,,,1530,2682
,,,,1536,2556
,,,,1540,2492
,,,,1542,1554
,,,,1548,2456
,,,,1554,2094
,,,,1560,3480
,,,,1566,2034
,,,,1568,2023
,,,,1572,2124
,,,,1575,1649
,,,,1578,1590
,,,,1580,1780
,,,,1584,3252
,,,,1590,2298
,,,,1596,2884
,,,,1600,2337
,,,,1602,1908
,,,,1608,2472
,,,,1610,1846
,,,,1614,1626
,,,,1620,3462
,,,,1624,1976
,,,,1626,1638
,,,,1632,2904
,,,,1638,2730
,,,,1640,2140
,,,,1644,2220
,,,,1650,2814
,,,,1652,1708
,,,,1656,3024
,,,,1660,1868
,,,,1662,1674
,,,,1664,1906
,,,,1668,2252
,,,,1672,1928
,,,,1674,2166
,,,,1680,4272
,,,,1686,1698
,,,,1692,2676
,,,,1696,1706
,,,,1698,1710
,,,,1700,2206
,,,,1704,2616
,,,,1708,1764
,,,,1710,2970
,,,,1716,2988
,,,,1720,2240
,,,,1722,2310
,,,,1728,3352
,,,,1734,1950
,,,,1736,2104
,,,,1740,3300
,,,,1746,2076
,,,,1750,1994
,,,,1752,2688
,,,,1758,1770
,,,,1760,2776
,,,,1764,3423
,,,,1768,2012
,,,,1770,2550
,,,,1776,2936
,,,,1780,2000
,,,,1782,2574
,,,,1788,2412
,,,,1792,2296
,,,,1794,2238
,,,,1800,4245
,,,,1806,2418
,,,,1812,2444
,,,,1818,2160
,,,,1820,2884
,,,,1824,3216
,,,,1830,2634
,,,,1836,3204
,,,,1840,2624
,,,,1842,1854
,,,,1848,3912
,,,,1854,2202
,,,,1856,1954
,,,,1860,3516
,,,,1866,1878
,,,,1870,2018
,,,,1872,3770
,,,,1876,1932
,,,,1878,1890
,,,,1880,2440
,,,,1884,2540
,,,,1888,1892
,,,,1890,3870
,,,,1896,2904
,,,,1900,2440
,,,,1902,1914
,,,,1904,2560
,,,,1908,3006
,,,,1914,2406
,,,,1920,4200
,,,,1926,2286
,,,,1932,3444
,,,,1936,2187
,,,,1938,2382
,,,,1940,2176
,,,,1944,3516
,,,,1950,3258
,,,,1952,1954
,,,,1956,2636
,,,,1960,3170
,,,,1962,2328
,,,,1968,3240
,,,,1974,2634
,,,,1976,2224
,,,,1980,4572
,,,,1984,2080
,,,,1986,1998
,,,,1988,2044
,,,,1992,3048
,,,,1998,2562
,,,,2000,2836
,,,,2002,2030
,,,,2004,2700
,,,,2010,2886
,,,,2016,4536
,,,,2020,2264
,,,,2022,2034
,,,,2024,2296
,,,,2028,3096
,,,,2030,2290
,,,,2034,2412
,,,,2040,4440
,,,,2044,2100
,,,,2046,2562
,,,,2052,3548
,,,,2058,2742
,,,,2060,2308
,,,,2064,3392
,,,,2070,3546
,,,,2072,2488
,,,,2076,2796
,,,,2080,3212
,,,,2082,2094
,,,,2088,3762
,,,,2090,2230
,,,,2094,2106
,,,,2100,4844
,,,,2106,2976
,,,,2112,3984
,,,,2118,2130
,,,,2120,2740
,,,,2124,3336
,,,,2128,2832
,,,,2130,3054
,,,,2136,3264
,,,,2140,2396
,,,,2142,3474
,,,,2148,2892
,,,,2154,2166
,,,,2156,2632
,,,,2160,5280
,,,,2166,2406
,,,,2170,2438
,,,,2172,2924
,,,,2176,2414
,,,,2178,3009
,,,,2180,2440
,,,,2184,4536
,,,,2190,3138
,,,,2196,3446
,,,,2200,3380
,,,,2202,2214
,,,,2205,2241
,,,,2208,3840
,,,,2210,2326
,,,,2212,2268
,,,,2214,2826
,,,,2220,4164
,,,,2226,2958
,,,,2232,4008
,,,,2238,2250
,,,,2240,3856
,,,,2244,3804
,,,,2250,3834
,,,,2256,3696
,,,,2260,2528
,,,,2262,2778
,,,,2268,4508
,,,,2274,2286
,,,,2280,4920
,,,,2286,2706
,,,,2288,2920
,,,,2292,3084
,,,,2296,2744
,,,,2298,2310
,,,,2300,2908
,,,,2304,4339
,,,,2310,4602
,,,,2316,3116
,,,,2320,3260
,,,,2322,2958
,,,,2324,2380
,,,,2328,3552
,,,,2334,2346
,,,,2340,5304
,,,,2346,2838
,,,,2352,4716
,,,,2358,2790
,,,,2360,3040
,,,,2364,3180
,,,,2368,2458
,,,,2370,3390
,,,,2376,4824
,,,,2380,3668
,,,,2382,2394
,,,,2388,3212
,,,,2392,2648
,,,,2394,3846
,,,,2400,5412
,,,,2406,2418
,,,,2408,2872
,,,,2412,3776
,,,,2418,2958
,,,,2420,3166
,,,,2424,3696
,,,,2430,4122
,,,,2432,2668
,,,,2436,4284
,,,,2440,3140
,,,,2442,3030
,,,,2448,4806
,,,,2450,2851
,,,,2454,2466
,,,,2460,4596
,,,,2464,3584
,,,,2466,2916
,,,,2470,2570
,,,,2472,3768
,,,,2478,3282
,,,,2480,3472
,,,,2484,4236
,,,,2490,3558
,,,,2492,2548
,,,,2496,4616
,,,,2500,2967
,,,,2502,2958
,,,,2508,4212
,,,,2514,2526
,,,,2520,6840
,,,,2526,2538
,,,,2530,2654
,,,,2532,3404
,,,,2538,3222
,,,,2540,2836
,,,,2544,4152
,,,,2548,3038
,,,,2550,4146
,,,,2552,2848
,,,,2556,3996
,,,,2560,3578
,,,,2562,3390
,,,,2568,3912
,,,,2574,3978
,,,,2576,3376
,,,,2580,4812
,,,,2584,2816
,,,,2586,2598
,,,,2590,2882
,,,,2592,5031
,,,,2598,2610
,,,,2600,3910
,,,,2604,4564
,,,,2610,4410
,,,,2616,3984
,,,,2620,2924
,,,,2622,3138
,,,,2624,2710
,,,,2628,4106
,,,,2632,3128
,,,,2634,2646
,,,,2640,6288
,,,,2646,4194
,,,,2652,4404
,,,,2658,2670
,,,,2660,4060
,,,,2664,4746
,,,,2670,3810
,,,,2676,3596
,,,,2680,3440
,,,,2682,3168
,,,,2688,5472
,,,,2694,2706
,,,,2700,5980
,,,,2704,2969
,,,,2706,3342
,,,,2712,4128
,,,,2716,2772
,,,,2718,3210
,,,,2720,4084
,,,,2724,3660
,,,,2728,3032
,,,,2730,5334
,,,,2736,5324
,,,,2740,3056
,,,,2742,2754
,,,,2744,3256
,,,,2748,3692
,,,,2750,2866
,,,,2752,2836
,,,,2754,3780
,,,,2760,5880
,,,,2766,2778
,,,,2772,5964
,,,,2778,2790
,,,,2780,3100
,,,,2784,4776
,,,,2790,4698
,,,,2796,3756
,,,,2800,4888
,,,,2802,2814
,,,,2808,5592
,,,,2814,3714
,,,,2816,3316
,,,,2820,5244
,,,,2826,3336
,,,,2828,2884
,,,,2832,4608
,,,,2835,2973
,,,,2838,3498
,,,,2840,3640
,,,,2844,4436
,,,,2850,4590
,,,,2856,5784
,,,,2860,4196
,,,,2862,3618
,,,,2868,3852
,,,,2870,3178
,,,,2874,2886
,,,,2880,7026
,,,,2884,2940
,,,,2886,3498
,,,,2892,3884
,,,,2898,4590
,,,,2900,3610
,,,,2904,5076
,,,,2910,4146
,,,,2912,4144
,,,,2916,4735
,,,,2920,3740
,,,,2922,2934
,,,,2928,4760
,,,,2934,3462
,,,,2940,6636
,,,,2944,3176
,,,,2946,2958
,,,,2952,5238
,,,,2958,3522
,,,,2960,4108
,,,,2964,4876
,,,,2968,3512
,,,,2970,5670
,,,,2976,5088
,,,,2980,3320
,,,,2982,3930
,,,,2988,4656
,,,,2990,3058
,,,,2992,3704
,,,,2994,3006
,,,,2996,3052
,,,,3000,6360
,,,,3006,3546
,,,,3008,3088
,,,,3010,3326
,,,,3012,4044
,,,,3016,3284
,,,,3018,3030
,,,,3020,3364
,,,,3024,6896
,,,,3030,4314
,,,,3036,5028
,,,,3040,4520
,,,,3042,4095
,,,,3048,4632
,,,,3052,3108
,,,,3054,3066
,,,,3060,6768
,,,,3066,4038
,,,,3072,5116
,,,,3078,4182
,,,,3080,5560
,,,,3084,4140
